name,sfr_h18,tf_type,nndist_proj,nndist_kd,tf_confidence,modelu_rcorr,econame,mu_delta,grpn,fc,logmh,grpnassoc,grp,grpradeg,grpdedeg,logmhdyn,grpsig,grprproj,logmhdynstack,logmh_e17,logmhdynh_e17,grp_e17,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,ef21corr_rand,f21corr,f21,limflagmhi,confused,deconf_mode,ef21corr_sys,hitelescope,rms_hi,e_f21,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b
rf0031,0.18453169,0,0.23616999,0.237838366771,0,1.72322,notineco,9.49346,2.0,1,11.7169,2.0,24.0,7.74119,-0.353262,NaN,NaN,NaN,NaN,11.69,11.74,393.0,0.01,0.67,0.02,0.01,0.01,0.04,-99.0,0.07,11.2,18.27,0.03,-0.40728233,0.02,-99.0,0.02,0.1,7.8004756,0.05,0.05,12.1,7.48,14.89,12.68,14.13,1.01,2.55,-0.08,11.43,13.76,0.53,0.17,21.84,0.03,0.02,4.02,5.0,2.49,2.15,10.29,-99.0,5975.04,-99.0,0.02,-20.57,3.53,13.48,0.18,0.02,0.03,5954.2,0.04,0.07,0.02,11.48,16.32,1,0.0,0.0,1.99,0,0,0,0.0,GBT,2.26,0.15,11.22,1,10.8,11.75,20014,9.73,11.21,1,9.25,1,10015,11.79,10.68,1
rf0032,0.20940377,2,0.46915001,1.7874205228,2,1.11004,notineco,7.74653,1.0,1,11.1349,1.0,26.0,7.9303,0.9007,NaN,NaN,NaN,NaN,11.13,11.17,26.0,0.01,0.35,0.02,0.01,0.11,0.05,13.81,0.09,13.74,17.98,0.03,0.90061022,0.04,0.39,0.25,0.12,7.9306263,0.06,0.21,15.01,10.31,16.32,15.2,15.91,0.53,1.64,-0.08,14.19,15.69,0.92,0.21,23.01,0.46,0.02,2.58,3.34,1.48,1.3,8.99,-99.0,5495.9,-99.0,0.02,-18.63,2.39,15.58,0.22,0.03,0.03,5495.9,0.04,0.37,0.02,14.12,17.3,1,0.0,0.0,1.09,0,0,0,0.0,ALFALFA,2.92,0.06,11.19,1,11.22,11.14,20015,7.7,11.0,1,7.37,1,10016,11.14,11.05,1
rf0033,0.13164559,1,0.90493,0.983569991292,2,1.03303,notineco,7.51767,1.0,1,11.0269,1.0,28.0,7.9583,-0.9911,NaN,NaN,NaN,NaN,11.02,11.04,28.0,0.01,0.28,0.02,0.01,0.51,0.04,15.2,0.08,-99.0,18.67,0.03,-0.99101351,0.03,0.37,0.5,0.1,7.958349,0.05,-99.0,14.93,9.24,16.99,15.96,16.65,0.44,1.54,-0.09,14.29,16.48,0.35,0.18,20.87,0.26,0.02,2.49,3.26,1.39,1.22,8.73,-99.0,5999.4,-99.0,0.02,-18.07,2.31,16.3,0.19,0.02,0.03,5999.4,0.04,0.12,0.02,14.94,17.93,1,0.0,0.0,1.95,0,0,0,0.0,GBT,2.98,0.16,11.01,0,0.0,11.25,20016,13.1,10.8,0,0.0,1,0,0.0,0.0,1
rf0034,0.06064068,0,1.20920002,2.05122960629,0,0.969269,notineco,7.46287,1.0,1,10.8939,1.0,30.0,9.1263,-0.2874,NaN,NaN,NaN,NaN,10.88,11.1,30.0,0.01,0.3,0.02,0.01,0.16,0.04,14.87,0.07,-99.0,19.27,0.03,-0.28733436,0.04,0.43,0.28,0.1,9.1263438,0.05,-99.0,15.98,6.81,17.53,16.15,17.16,0.49,1.68,-0.05,14.85,16.98,0.21,0.18,13.8,0.37,0.02,2.65,3.5,1.45,1.27,8.43,-99.0,5400.1,-99.0,0.02,-17.33,2.53,16.81,0.19,0.02,0.03,5400.1,0.09,0.14,0.02,14.96,18.53,1,0.0,0.0,0.6,0,0,0,0.0,GBT,1.02,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0035,0.01518138,NaN,0.30908999,0.415458925231,NaN,1.1652,notineco,7.38808,1.0,1,10.6836,1.0,411.0,9.3702,0.2778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.3,0.02,0.01,-99.0,0.05,-99.0,0.08,-99.0,20.34,0.03,0.27770356,0.43,-99.0,0.73,0.11,9.370262,0.06,-99.0,-99.0,7.09,18.23,17.07,17.83,0.48,1.65,-0.02,-99.0,17.63,0.47,0.2,17.62,-99.0,0.03,2.75,3.6,1.58,1.4,8.01,-99.0,4387.6,-99.0,0.05,-16.22,2.5,17.29,0.2,0.03,0.04,4387.6,0.06,-99.0,0.05,-99.0,19.3,0,0.0,0.0,0.56,1,0,0,0.0,ALFALFA,5.55,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0036,0.00964646,NaN,0.27129,0.270698510996,NaN,1.3808,notineco,8.27416,3.0,0,13.0789,9.0,31.0,9.84252,0.878785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.46,0.01,0.01,0.26,0.03,15.47,0.06,-99.0,20.76,0.02,1.1407252,0.11,1.19,0.61,0.08,9.6684807,0.05,-99.0,-99.0,3.63,18.2,16.54,17.68,0.71,1.93,0.12,-99.0,17.42,0.86,0.15,8.94,-99.0,0.02,3.16,4.0,1.94,1.69,8.33,-99.0,4405.97,-99.0,0.05,-16.37,2.77,17.22,0.15,0.02,0.07,4428.5,0.18,-99.0,0.03,15.62,19.4,0,0.0,0.0,0.25,1,0,0,0.0,ALFALFA,3.08,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0037,1.09622204,NaN,-999.0,0.0973404495948,NaN,1.36689,notineco,8.35983,3.0,0,13.0789,9.0,31.0,9.84252,0.878785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.53,0.02,0.01,0.04,0.04,-99.0,0.08,10.14,15.73,0.03,0.86009895,0.03,-99.0,0.04,0.1,9.895471,0.06,0.23,11.0,28.57,13.21,11.61,12.64,0.8,2.04,-0.09,10.4,12.32,0.73,0.18,53.46,0.17,0.03,3.23,4.06,1.99,1.72,10.51,-99.0,4405.97,-99.0,0.03,-21.47,2.87,12.11,0.19,0.02,0.03,4527.4,0.01,0.14,0.02,10.38,14.43,0,0.0,0.0,5.18,0,0,0,0.0,ALFALFA,2.62,0.1,11.81,1,11.81,12.86,20018,0.0,11.57,0,0.0,1,10017,12.88,11.56,0
rf0038,0.0039855,NaN,0.1147,0.116989309285,NaN,1.88799,notineco,8.12453,3.0,0,13.0789,9.0,31.0,9.84252,0.878785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.63,0.02,0.01,0.2,0.04,14.79,0.08,-99.0,21.7,0.03,0.96071864,0.08,0.47,0.4,0.11,9.9306327,0.06,-99.0,15.7,6.07,17.75,16.04,17.13,0.9,2.12,-0.01,14.59,16.77,0.36,0.19,14.28,0.26,0.02,3.47,4.25,2.25,1.98,8.65,-99.0,4405.97,-99.0,0.04,-16.88,2.9,16.62,0.19,0.02,0.1,4325.7,0.34,0.25,0.02,15.0,19.19,0,0.0,0.0,0.34,1,0,0,0.0,ALFALFA,3.1,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0039,0.01960206,NaN,0.32690001,0.489530694078,NaN,1.09691,notineco,7.49799,1.0,1,10.6507,1.0,413.0,10.0188,0.0483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.17,0.02,0.01,3.35,0.04,15.56,0.08,-99.0,20.07,0.03,0.048237071,0.14,1.15,0.41,0.11,10.019023,0.06,-99.0,-99.0,3.82,18.22,17.25,17.99,0.27,1.28,-0.01,-99.0,17.87,0.58,0.2,8.03,-99.0,0.07,2.28,3.04,1.27,1.17,7.75,-99.0,4432.5,-99.0,0.05,-16.07,2.05,17.78,0.2,0.03,0.04,4432.5,0.12,-99.0,0.04,16.38,19.28,0,0.0,0.0,0.5,0,0,0,0.0,ALFALFA,2.45,0.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0040,0.15391172,0,0.31218001,0.806083397003,0,1.1976,notineco,8.39112,1.0,1,11.2539,1.0,32.0,10.1121,-0.0455,NaN,NaN,NaN,NaN,11.25,11.17,32.0,0.02,0.5,0.02,0.01,0.09,0.05,13.13,0.1,12.62,18.54,0.04,-0.045310598,0.02,0.41,0.07,0.13,10.112196,0.07,0.33,13.92,6.88,16.14,14.35,15.57,0.77,2.04,-0.02,13.35,15.29,0.48,0.24,13.53,0.17,0.03,3.21,4.09,1.93,1.66,9.49,-99.0,5984.3,-99.0,0.02,-19.16,2.93,15.06,0.25,0.03,0.03,5984.3,0.02,0.03,0.02,13.34,17.34,1,0.0,0.0,0.22,0,0,0,0.0,AO,0.37,0.02,11.26,1,11.35,11.16,20019,10.38,11.26,0,3.15,1,10018,11.33,11.35,1
rf0041,0.00953216,NaN,0.33449,0.489530694078,NaN,1.40624,notineco,7.97885,3.0,0,13.0789,9.0,31.0,9.84252,0.878785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.42,0.02,0.01,0.64,0.04,16.33,0.07,-99.0,20.74,0.03,0.32853565,0.12,0.59,0.33,0.09,10.113321,0.05,-99.0,-99.0,4.12,18.41,17.11,17.93,0.63,1.77,0.16,-99.0,17.7,0.62,0.16,9.86,-99.0,0.02,2.96,3.75,1.82,1.61,8.19,-99.0,4405.97,-99.0,0.02,-16.17,2.56,17.44,0.17,0.02,0.14,4535.4,0.21,-99.0,0.02,16.12,19.5,0,0.0,0.0,0.32,1,0,0,0.0,ALFALFA,3.37,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0042,0.17311674,1,0.0,0.0331056248439,1,1.15647,notineco,7.62457,2.0,0,11.9869,3.0,33.0,10.152,-0.312303,NaN,NaN,NaN,NaN,11.99,12.3,33.0,0.01,0.26,0.02,0.01,0.38,0.05,14.88,0.08,-99.0,18.37,0.03,-0.29351457,0.05,0.22,-99.0,0.12,10.146464,0.06,-99.0,15.26,9.25,16.64,-99.0,16.26,0.4,1.43,0.03,14.76,16.1,0.84,0.2,20.74,0.69,0.03,2.39,3.12,1.36,1.22,8.83,-99.0,5933.2,-99.0,0.03,-18.43,2.15,15.98,0.21,0.03,0.03,5900.3,0.03,0.24,0.02,14.58,17.53,1,0.07,0.75,1.49,0,1,3,0.15,AO,0.85,0.04,11.09,0,0.0,11.68,20020,4.23,11.08,0,0.0,1,0,0.0,0.0,1
rf0043,1.20539045,0,-999.0,0.0571959677201,0,1.20633,notineco,8.46457,2.0,1,11.9869,3.0,33.0,10.152,-0.312303,NaN,NaN,NaN,NaN,11.99,12.3,33.0,0.01,0.43,0.02,0.01,0.06,0.05,11.19,0.08,11.08,16.22,0.03,-0.33044733,0.04,0.07,-99.0,0.11,10.157937,0.06,0.08,11.99,14.03,14.05,-99.0,13.55,0.67,1.91,-0.09,11.35,13.3,0.81,0.2,26.86,0.14,0.02,3.03,3.89,1.79,1.56,10.21,-99.0,5933.2,-99.0,0.02,-21.16,2.77,13.13,0.21,0.03,0.03,5966.1,0.01,0.1,0.02,11.37,15.24,1,0.06,1.98,2.44,0,1,2,0.4,AO,0.9,0.05,11.09,1,11.12,11.68,20020,4.23,11.08,1,3.89,1,10019,11.73,11.1,1
rf0044,0.11584815,NaN,0.19938999,0.199111683071,NaN,1.44506,notineco,8.91724,2.0,1,11.2549,2.0,35.0,10.2577,0.839844,NaN,NaN,NaN,NaN,11.25,11.11,35.0,0.01,0.38,0.02,0.01,0.26,0.04,13.5,0.08,13.74,18.73,0.03,0.77170063,0.02,0.34,0.24,0.11,10.247671,0.06,0.23,14.4,4.52,16.2,14.75,15.73,0.58,1.69,-0.09,13.53,15.52,0.53,0.19,13.29,0.45,0.02,2.87,3.64,1.76,1.56,9.25,-99.0,5794.85,-99.0,0.02,-18.92,2.46,15.39,0.2,0.03,0.05,5808.1,0.02,0.17,0.02,13.8,17.38,1,0.0,0.0,0.55,0,0,0,0.0,AO,0.37,0.02,12.26,1,12.34,11.11,20021,1.15,12.24,0,0.99,1,10020,11.24,12.33,0
rf0045,0.05087422,0,0.19848,0.199111683071,0,1.17296,notineco,8.45903,2.0,0,11.2549,2.0,35.0,10.2577,0.839844,NaN,NaN,NaN,NaN,11.25,11.11,35.0,0.01,0.32,0.02,0.01,0.11,0.04,15.43,0.07,-99.0,19.54,0.03,0.90804605,0.07,0.77,0.22,0.1,10.268057,0.05,-99.0,15.71,3.06,17.56,16.36,17.18,0.5,1.63,0.13,-99.0,16.98,0.62,0.18,7.98,-99.0,0.02,2.7,3.5,1.57,1.39,8.55,-99.0,5794.85,-99.0,0.03,-17.46,2.43,16.81,0.18,0.02,0.14,5781.6,0.03,0.4,0.02,15.32,18.6,1,0.0,0.0,0.15,0,0,0,0.0,AO,0.39,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0046,0.01533594,NaN,0.25182,1.52080129367,NaN,1.437,notineco,7.74811,1.0,1,10.783,1.0,414.0,10.3723,-1.196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.44,0.02,0.01,0.52,0.05,16.02,0.08,-99.0,20.79,0.03,-1.1959734,0.08,0.56,0.89,0.11,10.372211,0.06,-99.0,-99.0,5.45,18.29,17.15,17.8,0.66,1.8,0.01,-99.0,17.53,0.62,0.2,11.8,-99.0,0.02,2.97,3.75,1.83,1.61,8.45,-99.0,5385.1,-99.0,0.03,-16.69,2.58,17.35,0.21,0.03,0.06,5385.1,0.12,-99.0,0.02,15.96,19.34,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0047,0.00947627,0,0.15564001,0.15489844357,0,1.95529,notineco,8.88873,2.0,0,11.6079,2.0,36.0,10.421,1.1254,NaN,NaN,NaN,NaN,11.61,11.3,36.0,0.01,0.66,0.02,0.01,0.08,0.04,14.23,0.08,13.87,21.24,0.03,1.0737683,0.05,0.15,0.28,0.11,10.400047,0.06,0.07,15.11,3.77,17.23,15.34,16.53,0.96,2.19,0.0,14.44,16.19,0.9,0.19,8.96,0.16,0.03,3.56,4.35,2.34,2.04,9.21,-99.0,5555.55,-99.0,0.03,-18.02,2.97,15.97,0.19,0.02,0.08,5555.9,0.26,0.13,0.02,14.27,18.69,1,0.0,0.0,0.04,1,0,0,0.0,AO,0.42,0.0,0.0,1,12.45,0.0,0,0.0,0.0,1,0.79,0,10021,11.62,12.25,0
rf0048,0.21489975,NaN,0.0,0.0679141486264,NaN,1.11388,notineco,8.20591,2.0,1,11.2669,2.0,37.0,10.4128,0.233578,NaN,NaN,NaN,NaN,11.26,11.53,37.0,0.01,0.27,0.02,0.01,0.27,0.04,13.41,0.08,13.17,17.93,0.03,0.2580295,0.04,0.52,-99.0,0.1,10.408329,0.05,0.56,14.65,7.91,16.15,-99.0,15.79,0.43,1.51,-0.03,14.86,15.6,0.76,0.18,23.07,0.77,0.03,2.51,3.27,1.43,1.27,8.99,-99.0,5459.1,-99.0,0.04,-18.76,2.27,15.47,0.19,0.02,0.03,5543.7,0.03,0.17,0.03,14.39,17.17,1,0.0,0.0,1.9,0,0,0,0.0,ALFALFA,6.11,0.18,12.05,1,11.64,11.36,20022,2.1,12.05,0,1.82,1,10022,11.14,11.64,0
rf0049,0.14667132,0,-999.0,0.0679141486264,0,0.947653,notineco,7.94553,2.0,0,11.2669,2.0,37.0,10.4128,0.233578,NaN,NaN,NaN,NaN,11.26,11.53,37.0,0.01,0.25,0.02,0.01,0.1,0.04,14.47,0.08,14.46,18.31,0.03,0.20896589,0.06,0.75,0.82,0.11,10.417365,0.06,0.18,14.83,5.19,16.73,15.43,16.41,0.4,1.52,-0.09,14.24,16.25,0.65,0.19,10.54,0.33,0.03,2.43,3.23,1.31,1.16,8.67,-99.0,5459.1,-99.0,0.03,-18.07,2.31,16.11,0.19,0.02,0.03,5374.5,0.03,0.13,0.02,14.58,17.65,1,0.0,0.0,1.23,0,0,0,0.0,ALFALFA,2.98,0.09,12.05,0,0.0,11.36,20022,2.1,12.05,0,0.0,1,0,0.0,0.0,0
rf0050,0.39959261,2,0.15561999,0.15489844357,3,1.45363,notineco,8.41505,2.0,1,11.6079,2.0,36.0,10.421,1.1254,NaN,NaN,NaN,NaN,11.61,11.3,36.0,0.01,0.49,0.02,0.01,0.32,0.05,11.56,0.08,12.08,17.27,0.03,1.1774094,0.02,0.33,0.05,0.11,10.442419,0.06,0.06,12.82,12.97,14.84,13.22,14.3,0.74,1.92,-0.09,12.16,14.02,0.7,0.2,25.73,0.13,0.02,3.09,3.88,1.91,1.66,9.99,-99.0,5555.55,-99.0,0.02,-20.25,2.71,13.82,0.21,0.03,0.05,5555.2,0.02,0.2,0.02,11.65,16.03,1,0.12,1.25,1.27,0,1,1,0.17,ALFALFA,3.46,0.11,12.42,1,12.45,11.5,20023,0.8,12.19,1,0.79,1,10021,11.62,12.25,1
rf0051,0.03372284,0,-999.0,0.00900398146897,0,1.25858,notineco,7.90101,1.0,1,10.8799,2.0,38.0,10.4599,-1.0238,NaN,NaN,NaN,NaN,10.87,10.63,38.0,0.01,0.28,0.02,0.01,0.26,0.04,15.7,0.08,-99.0,20.05,0.03,-1.0238153,0.08,0.71,0.35,0.1,10.459986,0.06,-99.0,15.86,3.84,17.83,17.17,17.48,0.43,1.48,0.11,13.04,17.28,0.66,0.18,8.62,0.86,0.03,2.61,3.38,1.57,1.41,8.35,-99.0,5942.5,-99.0,0.02,-17.22,2.25,17.13,0.19,0.02,0.13,5942.5,0.1,0.26,0.02,16.0,18.96,1,0.04,0.4,0.57,0,1,2,0.08,AO,0.74,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0052,0.0098888,NaN,0.18657,0.187366264879,NaN,1.93243,notineco,8.66555,3.0,0,12.4029,3.0,39.0,10.543,0.823499,12.11,65.76,0.13,12.18,12.41,12.29,39.0,0.01,0.63,0.02,0.01,0.11,0.04,14.51,0.07,14.4,21.44,0.03,0.71905499,0.03,0.16,0.2,0.1,10.515688,0.05,0.34,14.84,4.88,17.22,15.62,16.54,0.91,2.1,0.0,14.47,16.21,0.73,0.17,13.41,0.46,0.03,3.43,4.18,2.23,1.96,9.07,-99.0,5522.16,-99.0,0.02,-17.98,2.85,16.04,0.17,0.02,0.13,5490.2,0.3,0.1,0.02,14.69,18.62,1,0.0,0.0,0.03,1,0,0,0.0,AO,0.29,0.0,0.0,1,12.64,0.0,0,0.0,0.0,0,0.0,0,10023,12.52,12.64,0
rf0053,0.05083681,0,0.44082999,0.922520309439,0,1.24516,notineco,8.45996,1.0,1,10.9939,1.0,40.0,10.5385,-0.0879,NaN,NaN,NaN,NaN,10.98,11.31,40.0,0.01,0.35,0.01,0.01,0.26,0.03,14.26,0.06,-99.0,19.45,0.02,-0.087803967,0.04,0.49,0.2,0.08,10.538529,0.05,-99.0,15.16,3.69,17.02,15.62,16.63,0.55,1.72,0.08,14.61,16.42,0.79,0.15,8.99,0.25,0.02,2.91,3.77,1.74,1.54,8.73,-99.0,5513.0,-99.0,0.03,-17.89,2.57,16.23,0.16,0.02,0.12,5513.0,0.04,0.11,0.02,14.64,18.19,1,0.0,0.0,0.94,0,0,0,0.0,ALFALFA,2.63,0.09,11.9,0,0.0,11.07,20285,3.0,11.9,0,0.0,1,0,0.0,0.0,0
rf0054,0.05810725,0,0.0,0.0857148188849,0,2.25606,notineco,10.5142,3.0,0,12.4029,3.0,39.0,10.543,0.823499,12.11,65.76,0.13,12.18,12.41,12.29,39.0,0.01,0.75,0.02,0.01,0.45,0.04,11.14,0.08,11.14,19.51,0.03,0.90474224,0.05,0.34,0.11,0.1,10.54719,0.06,0.02,12.11,5.14,14.63,12.55,13.85,1.1,2.43,-0.06,11.36,13.42,0.91,0.18,28.71,0.12,0.05,3.96,4.88,2.64,2.29,10.47,-99.0,5522.16,-99.0,0.05,-20.72,3.34,13.18,0.19,0.02,0.17,5593.8,0.17,0.07,0.03,11.07,16.27,1,0.0,0.0,0.41,1,0,0,0.0,ALFALFA,3.26,0.0,12.62,1,12.64,12.47,20024,0.0,12.59,0,0.0,1,10023,12.52,12.64,0
rf0055,0.46810785,1,-999.0,0.0857148188849,3,1.70936,notineco,9.70506,3.0,1,12.4029,3.0,39.0,10.543,0.823499,12.11,65.76,0.13,12.18,12.41,12.29,39.0,0.01,0.63,0.02,0.01,0.12,0.04,10.45,0.08,10.38,17.06,0.03,0.84552793,0.02,0.17,0.03,0.11,10.566241,0.06,0.08,11.32,11.41,13.72,11.82,13.04,0.94,2.24,-0.08,10.64,12.66,0.66,0.19,39.29,0.03,0.02,3.64,4.55,2.35,2.03,10.67,-99.0,5522.16,-99.0,0.02,-21.49,3.15,12.44,0.2,0.03,0.05,5482.5,0.02,0.02,0.02,10.59,15.17,1,0.0,0.0,2.39,0,0,0,0.0,ALFALFA,3.01,0.14,12.62,1,12.64,12.47,20024,0.0,12.59,0,0.0,1,10023,12.52,12.64,0
rf0056,0.02600048,0,0.25612,1.65350348182,0,2.15962,notineco,9.83878,1.0,1,11.3769,1.0,41.0,10.6294,1.0772,NaN,NaN,NaN,NaN,11.37,11.55,41.0,0.01,0.73,0.02,0.01,0.18,0.04,11.95,0.07,12.05,20.4,0.03,1.0771972,0.02,0.3,0.07,0.1,10.62946,0.05,0.33,13.08,5.3,15.56,13.63,14.82,1.06,2.36,-0.05,12.33,14.44,0.77,0.17,21.84,0.05,0.02,3.84,4.73,2.54,2.21,9.99,-99.0,5372.3,-99.0,0.02,-19.65,3.24,14.19,0.18,0.02,0.29,5372.3,0.33,0.29,0.02,12.51,16.94,1,0.0,0.0,0.17,1,0,0,0.0,GBT,1.31,0.0,12.62,1,12.64,12.47,20024,0.0,12.59,0,0.0,1,10023,12.52,12.64,0
rf0057,0.66040808,1,0.47911999,0.507824771819,2,1.31877,notineco,8.29661,1.0,1,11.6149,1.0,43.0,10.9661,0.802,NaN,NaN,NaN,NaN,11.62,11.5,43.0,0.01,0.41,0.02,0.01,0.05,0.04,12.02,0.08,11.88,16.72,0.03,0.80181104,0.03,0.07,0.04,0.11,10.96624,0.06,0.07,12.43,15.59,14.63,13.23,14.17,0.63,1.77,-0.13,12.05,13.91,0.43,0.2,34.89,0.2,0.03,2.86,3.63,1.72,1.5,9.91,-99.0,5583.3,-99.0,0.03,-20.4,2.54,13.73,0.2,0.03,0.07,5583.3,0.02,0.18,0.02,12.23,15.73,1,0.0,0.0,4.43,0,0,0,0.0,ALFALFA,3.1,0.12,12.23,1,12.28,11.61,20026,1.21,12.18,0,1.17,1,10025,11.53,12.24,0
rf0058,0.10862011,1,0.47986001,0.507824771819,4,1.19976,notineco,7.70629,1.0,1,11.0719,1.0,44.0,11.1228,1.1084,NaN,NaN,NaN,NaN,11.06,11.0,44.0,0.01,0.41,0.02,0.01,0.34,0.04,14.18,0.08,-99.0,18.78,0.03,1.1085537,0.04,0.69,0.44,0.11,11.122973,0.06,-99.0,15.73,10.39,16.73,15.7,16.28,0.63,1.78,-0.06,14.46,16.02,0.84,0.19,21.88,0.17,0.03,2.83,3.62,1.67,1.46,9.03,-99.0,5592.0,-99.0,0.04,-18.29,2.57,15.76,0.19,0.02,0.03,5592.0,0.03,0.56,0.02,14.37,17.69,1,0.0,0.0,0.95,0,0,0,0.0,ALFALFA,3.03,0.09,12.33,1,12.35,11.12,20027,1.68,12.13,1,1.71,1,10026,11.15,12.15,1
rf0059,0.10316271,1,0.59524,1.03552489219,2,1.03508,notineco,7.53237,1.0,1,10.9909,1.0,45.0,11.162,-0.3623,NaN,NaN,NaN,NaN,10.98,10.82,45.0,0.01,0.27,0.01,0.01,0.24,0.03,14.53,0.06,-99.0,18.79,0.02,-0.36227705,0.08,0.55,0.35,0.08,11.162136,0.04,-99.0,15.73,9.0,17.08,15.93,16.74,0.43,1.54,-0.06,-99.0,16.56,0.51,0.14,21.95,-99.0,0.03,2.51,3.3,1.4,1.24,8.61,-99.0,5733.2,-99.0,0.02,-17.87,2.33,16.38,0.14,0.02,0.05,5733.2,0.04,0.29,0.02,15.15,18.0,1,0.0,0.0,0.9,0,0,0,0.0,GBT,1.55,0.07,11.17,0,0.0,11.05,20288,4.33,11.16,0,0.0,1,0,0.0,0.0,1
rf0060,0.11720637,0,2.16820002,2.69392107076,0,0.949705,notineco,7.7825,1.0,1,11.0569,1.0,47.0,11.6961,-0.7008,NaN,NaN,NaN,NaN,11.05,10.76,47.0,0.01,0.39,0.02,0.01,1.05,0.04,14.04,0.07,13.62,18.32,0.03,-0.70129719,0.05,0.65,0.28,0.1,11.696368,0.05,0.17,14.54,9.0,16.49,15.22,16.03,0.62,1.86,0.01,13.67,15.81,0.33,0.18,18.1,0.1,0.02,2.86,3.72,1.62,1.39,8.91,-99.0,4871.4,-99.0,0.02,-18.23,2.72,15.64,0.18,0.02,0.05,4871.4,0.02,0.14,0.02,14.3,17.51,1,0.0,0.0,1.18,0,0,0,0.0,GBT,1.62,0.07,11.69,1,11.7,11.09,20029,4.66,11.46,1,4.6,1,10028,11.11,11.47,1
rf0061,0.06048761,0,0.62989002,1.64641010858,0,1.39639,notineco,7.71376,1.0,1,11.0269,1.0,48.0,11.8196,-1.1486,NaN,NaN,NaN,NaN,11.02,11.08,48.0,0.01,0.39,0.02,0.01,0.78,0.05,14.71,0.09,14.37,19.44,0.04,-1.148585,0.09,0.63,0.25,0.12,11.819752,0.07,0.25,15.37,8.57,17.12,16.04,16.62,0.59,1.71,-0.04,-99.0,16.33,0.76,0.22,18.52,-99.0,0.02,2.87,3.65,1.75,1.55,8.89,-99.0,5898.7,-99.0,0.1,-18.07,2.48,16.26,0.22,0.03,0.06,5898.7,0.06,0.48,0.07,14.67,18.29,1,0.0,0.0,0.37,0,0,0,0.0,GBT,0.78,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0062,0.28573519,NaN,0.63120002,0.668812892472,NaN,1.48752,notineco,8.08569,1.0,1,11.7979,1.0,49.0,12.3986,1.1154,NaN,NaN,NaN,NaN,11.8,11.79,49.0,0.01,0.68,0.02,0.01,-99.0,0.05,-99.0,0.09,10.27,17.69,0.03,1.115894,0.02,-99.0,0.02,0.12,12.398937,0.06,0.06,11.5,33.66,14.4,12.13,13.66,1.06,2.73,-0.14,10.59,13.23,0.15,0.22,72.98,0.09,0.02,4.23,5.31,2.56,2.17,10.37,-99.0,5399.5,-99.0,0.02,-20.84,3.82,12.88,0.22,0.03,0.03,5399.5,0.03,0.07,0.02,-99.0,15.79,1,0.0,0.0,6.54,0,0,0,0.0,AO,1.25,0.09,11.63,1,11.63,11.95,20030,5.22,11.37,1,5.08,1,10029,11.85,11.37,1
